co_gt,pt08_s1_co,c6h6_gt,pt08_s2_nmhc,nox_gt,pt08_s3_nox,no2_gt,pt08_s4_no2,pt08_s5_o3,t,rh,ah,Datetime
-0.075325944,0.598619391,-0.129949022,0.017662068,-0.594587677,0.82214527,0.101538483,0.25895912,-0.229421771,0.096992112,-0.911434299,-0.702206161,3/13/2004 15:00
1.451570613,2.274684298,1.262090537,1.283481182,0.169361525,-0.285684167,1.120587554,1.366023442,1.404310693,-0.198836526,-0.405366351,-0.57088082,3/13/2004 19:00
1.451570613,2.283768661,1.208550554,1.238673426,0.179031768,-0.300912063,1.037399875,1.346153056,1.61313364,-0.21021455,-0.307603225,-0.516805679,3/13/2004 20:00
0.688122334,1.52522438,0.392065813,0.547887184,-0.135251131,0.041715598,0.663055318,0.872102437,1.43379158,-0.33537282,-0.048818479,-0.44852647,3/13/2004 22:00
0.341100389,1.407127666,0.097595906,0.252902788,-0.338326236,0.224450351,0.39269536,0.460501599,1.217598411,-0.323994795,-0.008563074,-0.415383641,3/13/2004 23:00
0.202291612,1.071006248,-0.063024043,0.096075641,-0.691290108,0.334852597,-0.376790673,0.508758249,0.58375935,-0.676713555,0.802295797,-0.295521233,3/14/2004 3:00
-0.838774223,-0.364323049,-1.040128733,-1.222019189,-0.812168146,2.097481563,-0.917510589,-0.286057162,-0.460355383,-0.813249849,1.043828226,-0.331405197,3/14/2004 7:00
0.063482834,1.016500072,-0.210258996,-0.071953445,-0.473709639,0.452868791,-0.272806074,0.49172649,0.453552101,-0.346750844,0.209966267,-0.282064747,3/14/2004 10:00
0.618717945,1.588814919,0.231445864,0.383592077,-0.347996479,0.53662222,0.37189844,0.582562537,0.144002792,0.529357043,-1.21047445,-0.584088112,3/14/2004 16:00
0.549313556,1.497971292,0.244830859,0.405995955,-0.299645263,0.418606025,0.35110152,0.645012319,0.406874031,0.426954822,-1.072455919,-0.539233157,3/14/2004 17:00
0.896335501,2.052117413,0.606225745,0.738320148,-0.120745767,-0.186702842,0.725446077,1.070806289,1.492753353,-0.096434305,0.008689242,-0.134541782,3/14/2004 21:00
-0.005921555,0.980162622,-0.156719013,-0.00847579,-0.464039395,0.346273519,0.205523082,0.415083575,0.939986729,-0.141946403,0.089200052,-0.129308704,3/14/2004 22:00
-0.214134722,0.59407721,-0.370878945,-0.262386409,-0.6671145,0.578498934,-0.252009154,0.301538517,0.514970615,-0.312616771,0.301978621,-0.173416077,3/15/2004 0:00
2.562040837,3.010517672,2.199040239,1.970533445,0.735070745,-0.803432632,0.954212195,2.33115644,2.291194031,-0.016788133,-0.221341643,-0.216028285,3/15/2004 10:00
0.549313556,1.325368402,0.699920715,0.820467701,-0.401182816,0.018873754,-0.002446117,1.10203118,0.546908242,0.72278346,-1.118462096,-0.274838115,3/15/2004 14:00
0.271696001,0.948367353,0.258215855,0.413463915,-0.430193545,0.353887467,-0.148024555,0.755718751,0.237358933,0.779673582,-1.181720589,-0.280071193,3/15/2004 15:00
0.479909167,1.529766562,0.61961074,0.742054127,-0.41568818,0.09120626,-0.023243036,1.087838048,0.519884096,0.711405435,-1.043702058,-0.18014432,3/15/2004 17:00
4.088937394,4.232364447,3.885549704,3.030983677,0.78342196,-1.107990553,1.57811979,3.514863677,2.657248372,0.324552602,-0.399615579,0.056340972,3/15/2004 19:00
-0.491752278,0.153485622,-0.437803924,-0.337066003,-0.739641323,0.666059336,-0.210415315,0.301538517,0.303690928,-0.255726648,0.687280354,0.179442905,3/15/2004 23:00
-0.005921555,0.889318995,0.124365898,0.286508605,-0.555906705,0.07217139,-0.168821475,0.823845787,0.569018907,-0.392262942,0.934563556,0.158012204,3/16/2004 0:00
-1.012285196,-0.759492824,-1.013358741,-1.180945412,-0.884694969,1.838607331,-1.083885947,-0.192382488,-0.49229301,-0.597067383,0.963317416,-0.102146537,3/16/2004 4:00
-1.04698739,-0.777661549,-1.093668716,-1.33403858,-0.986232521,2.204076836,-1.229464386,-0.26334815,-0.607759815,-0.540177261,0.790794252,-0.143761968,3/16/2004 5:00
-0.838774223,-0.414287043,-0.892893779,-0.975576529,-0.773487174,1.57211915,-0.979901348,-0.064644297,-0.418590793,-0.722225653,1.095585175,-0.194099195,3/16/2004 6:00
-0.561156667,0.28520888,-0.678733847,-0.643252337,-0.691290108,1.252333333,-0.855119829,0.0744484,-0.27118636,-0.744981702,0.980569733,-0.287796213,3/16/2004 7:00
2.215018892,2.846999144,1.998265303,1.824908237,0.744740988,-0.780590788,0.808633757,2.18638649,1.971817759,0.028723965,-0.376612491,-0.296019622,3/16/2004 10:00
1.382166224,2.102081408,1.31563052,1.324554959,0.348261022,-0.392279439,1.058196794,1.510793391,1.691749337,0.438332847,-0.928686615,-0.359564142,3/16/2004 11:00
1.312761835,2.138418858,1.623485422,1.5560617,0.048483487,-0.415121283,1.037399875,1.581759053,1.549258385,0.882075803,-1.342742209,-0.397690854,3/16/2004 13:00
0.896335501,1.538850924,1.021160613,1.093048218,-0.280304777,0.098820208,0.579867638,0.957261231,0.62798068,0.72278346,-1.365745298,-0.58334053,3/16/2004 18:00
2.076210114,3.14224093,1.971495311,1.806238339,0.362766387,-0.506488659,1.370150592,1.888330711,2.441055204,0.165260259,-0.468624845,-0.212539566,3/16/2004 21:00
-0.977583001,-0.795830274,-1.013358741,-1.184679392,-0.870189604,1.747239955,-0.865518289,-0.308766173,-0.384196426,-0.506043187,0.486003329,-0.297514787,3/17/2004 3:00
-1.116391779,-1.086529879,-1.147208699,-1.44979195,-1.034583736,2.386811588,-1.479027424,-0.490438267,-0.917309124,-0.653957506,0.491754101,-0.456999072,3/17/2004 5:00
-0.3529435,0.294293243,-0.357493949,-0.239982531,-0.396347694,0.780268556,-0.563962952,0.327086155,0.028535986,-0.870139972,0.905809695,-0.474442666,3/17/2004 7:00
1.520975002,1.879514523,1.489635464,1.451510268,0.18386689,-0.495067737,0.475883039,1.661240594,1.70403304,0.01734594,-0.53763411,-0.4515168,3/17/2004 10:00
0.479909167,1.561561831,0.659765728,0.783127904,-0.183602347,0.106434156,0.871024516,0.86926381,1.148809676,0.916209876,-1.37149607,-0.400182796,3/17/2004 13:00
0.271696001,0.63041466,0.284985847,0.439601773,-0.459204274,0.757426712,0.059944643,0.239088735,0.070300576,1.246172587,-1.986828688,-1.034631219,3/17/2004 17:00
3.811319838,3.928038299,3.778469738,2.967506022,0.817267811,-0.822467502,1.723698229,2.762627663,3.109288633,0.631759264,-1.319739121,-0.612247056,3/17/2004 19:00
0.341100389,1.725080358,0.740075702,0.854073518,-0.309315506,-0.388472465,0.330304601,0.957261231,1.632787564,-0.176080477,0.08344928,-0.162949921,3/17/2004 23:00
0.132887223,1.193645144,0.378680817,0.525483305,-0.425358423,-0.141019154,0.101538483,0.647850946,1.25444952,-0.312616771,0.255972444,-0.208303264,3/18/2004 0:00
-0.977583001,-0.627769565,-0.879508784,-0.953172651,-0.877442287,1.38177045,-0.584759872,-0.254832271,-0.175373479,-0.415018991,0.255972444,-0.338631829,3/18/2004 3:00
-1.04698739,-0.804914637,-1.026743737,-1.192147351,-0.991067643,1.751046929,-1.125479787,-0.379731835,-0.521773896,-0.631201457,0.543511051,-0.405415874,3/18/2004 5:00
-0.977583001,-0.773119368,-0.959818758,-1.0913299,-0.841178875,1.59115402,-0.83432291,-0.305927547,-0.362085761,-0.756359726,0.727535759,-0.435319177,3/18/2004 6:00
-0.422347889,0.262497973,-0.330723958,-0.213844673,-0.497885246,0.654638414,-0.543166032,0.312893023,0.085041019,-0.7904938,0.796545024,-0.44678211,3/18/2004 7:00
1.65978378,2.311021749,1.489635464,1.458978228,0.517490276,-0.559786295,0.808633757,1.615822571,1.912855986,0.028723965,-0.514631022,-0.41114734,3/18/2004 10:00
0.063482834,1.229982594,0.311755838,0.46947361,-0.343161357,0.251099169,0.579867638,0.630819187,0.819606443,0.711405435,-1.221975994,-0.408904592,3/18/2004 12:00
0.063482834,1.257235682,0.271600851,0.424665854,-0.449534031,0.220643377,0.45508612,0.58823979,0.559191945,0.756917533,-1.193222134,-0.33514311,3/18/2004 13:00
0.132887223,1.229982594,0.392065813,0.540419224,-0.507555489,0.258713117,0.309507681,0.622303307,0.254556117,0.870697778,-1.411751475,-0.506090329,3/18/2004 14:00
0.410504778,1.366248034,0.579455753,0.704714331,-0.367336965,0.152117845,0.787836837,0.704623475,0.406874031,0.938965925,-1.469259196,-0.505342746,3/18/2004 17:00
2.076210114,2.538130815,2.172270248,1.948129567,0.18386689,-0.571207217,1.182978313,1.922394229,1.34534892,0.358686675,-1.055203602,-0.582343753,3/18/2004 19:00
-0.283539111,0.69854738,-0.250413983,-0.116761201,-0.710630594,0.437640895,-0.252009154,0.295861264,0.053103392,-0.506043187,0.848301974,-0.063272242,3/18/2004 23:00
-0.3529435,0.117148171,-0.477958911,-0.381873759,-0.671949621,0.715549998,-0.314399914,0.170961699,-0.303123988,-0.642579481,1.245105251,0.013728764,3/19/2004 1:00
1.867996947,2.869710051,1.690410401,1.604603436,0.377271751,-0.616890905,0.954212195,1.996198517,1.070193979,-0.517421212,0.698781898,-0.162202338,3/19/2004 8:00
2.839658393,3.228542375,2.828135039,2.38873917,0.556171248,-0.98236041,1.141384474,2.881849975,1.65981171,-0.449153065,0.537760278,-0.184380622,3/19/2004 9:00
0.479909167,0.793933188,0.512530774,0.652438615,-0.241623805,-0.076300596,0.330304601,0.880618316,0.362652701,-0.232970599,0.037443103,-0.278077639,3/19/2004 12:00
0.96573989,1.370790215,1.181780562,1.216269548,-0.144921374,-0.415121283,0.579867638,1.465375368,0.745904226,-0.130568378,-0.112076973,-0.266365512,3/19/2004 15:00
1.729188169,1.879514523,1.436095481,1.410436492,0.135515675,-0.544558399,0.975009115,1.601629438,0.969467616,-0.176080477,0.071947736,-0.178898349,3/19/2004 17:00
1.65978378,1.638778913,1.543175447,1.500052004,0.043648366,-0.594049061,0.683852238,1.578920427,1.057910276,-0.232970599,0.066196964,-0.254154997,3/19/2004 19:00
1.243357446,1.629694551,1.288860528,1.30588506,-0.154591617,-0.514102607,0.559070719,1.422795971,0.979294578,-0.244348624,0.112203141,-0.22524847,3/19/2004 20:00
-0.561156667,-0.414287043,-0.812583805,-0.837419281,-0.812168146,1.328472813,-0.626353711,-0.16683485,-0.959073714,-0.415018991,0.35373557,-0.272844561,3/20/2004 2:00
0.202291612,1.089174974,0.044055923,0.208095032,-0.459204274,0.003645858,-0.189618395,0.704623475,0.436354917,-0.33537282,0.209966267,-0.272844561,3/20/2004 9:00
0.479909167,1.66148982,0.284985847,0.443335752,-0.22711844,-0.247614426,0.039147723,0.928874966,0.89822214,-0.244348624,0.152458546,-0.202820992,3/20/2004 11:00
0.341100389,1.734164721,0.204675872,0.361188199,-0.28997502,-0.19431679,-0.064836876,0.897650075,0.937529989,-0.141946403,0.031692331,-0.174911242,3/20/2004 12:00
0.341100389,1.756875628,0.204675872,0.364922179,-0.357666722,-0.091528492,-0.127227636,0.835200292,0.817149702,-0.050922207,-0.089073884,-0.144260356,3/20/2004 13:00
-0.005921555,1.289030952,-0.063024043,0.092341662,-0.594587677,0.369115363,-0.355993754,0.591078416,-0.244162214,0.176638283,-0.324855541,-0.075731952,3/20/2004 17:00
0.826931112,1.93856288,0.472375787,0.618832798,-0.173932103,-0.182895868,0.288710761,1.076483542,0.694312675,-0.130568378,0.250221672,0.02593928,3/20/2004 21:00
0.479909167,1.579730556,0.057440919,0.211829012,-0.323820871,0.007452832,-0.085633796,0.775589137,0.397047068,-0.21021455,0.526258734,0.133591173,3/21/2004 0:00
-0.3529435,0.430558682,-0.531498894,-0.445351414,-0.739641323,0.65083144,-0.563962952,0.241927361,-0.337518355,-0.221592575,0.411243292,0.022699755,3/21/2004 2:00
-0.699965445,-0.209888884,-0.825968801,-0.863557139,-0.904035455,1.153352009,-0.938307509,0.057416641,-0.836236686,-0.301238746,0.641274177,0.083752333,3/21/2004 5:00
-0.977583001,-0.732239736,-1.08028372,-1.300432762,-1.053924223,1.777695747,-1.562215103,-0.144125838,-1.131045552,-0.346750844,0.779292708,0.113655637,3/21/2004 6:00
-0.908178612,-0.19626234,-0.879508784,-0.953172651,-0.821838389,1.180000827,-1.021495188,0.145414061,-0.553711523,-0.380884918,0.963317416,0.191902615,3/21/2004 7:00
-0.630561056,0.212533979,-0.772428818,-0.777675606,-0.580082312,0.871635932,-0.418384513,0.247604614,-0.013228603,-0.346750844,0.911560467,0.210342985,3/21/2004 8:00
-0.491752278,0.507775765,-0.63857886,-0.598444581,-0.633268649,0.620375648,-0.459978353,0.338440661,0.065387095,-0.255726648,0.727535759,0.216822034,3/21/2004 9:00
-0.214134722,0.721258287,-0.344108954,-0.221312632,-0.671949621,0.456675765,-0.605556791,0.500242369,-0.330148134,0.210772357,-0.192587782,0.096959626,3/21/2004 12:00
1.520975002,2.256515573,0.659765728,0.786861884,0.116175189,-0.243807452,0.683852238,1.133256071,1.465729207,0.040101989,-0.146581605,-0.084702943,3/21/2004 20:00
-1.116391779,-0.886673901,-1.187363686,-1.558077361,-1.082934952,2.99592743,-1.728590462,-0.513147279,-1.646961067,-0.574311334,0.997822049,-0.059783524,3/19/2004 5:00
-0.422347889,0.335172874,-0.464573915,-0.36320386,-0.613928163,0.84118014,-0.252009154,0.278829505,-0.826409724,-0.585689359,0.888557379,-0.131551452,3/19/2004 7:00
0.618717945,0.889318995,0.686535719,0.801797802,-0.318985749,-0.152440076,0.226320001,1.022549639,0.320888112,-0.164702452,-0.1063262,-0.300255923,3/19/2004 13:00
0.063482834,0.303377605,-0.143334017,0.010194108,-0.47854476,0.270134039,0.101538483,0.463340225,0.099781462,-0.323994795,0.468751013,-0.071495651,3/19/2004 22:00
-0.005921555,0.485064858,-0.250413983,-0.113027221,-0.555906705,0.437640895,-0.044039956,0.301538517,-0.116411706,-0.380884918,0.509006418,-0.119590131,3/19/2004 23:00
-0.3529435,-0.082707807,-0.665348852,-0.632050398,-0.754146688,1.035335815,-0.584759872,-0.033419406,-0.686375513,-0.415018991,0.370987887,-0.253656608,3/20/2004 1:00
-0.73466764,-0.741324098,-0.973203754,-1.106265819,-0.957221792,1.808151539,-1.167073627,-0.308766173,-1.315301093,-0.426397016,0.296227849,-0.320440653,3/20/2004 4:00
-0.699965445,-0.200804521,-0.785813813,-0.800079484,-0.613928163,1.248526359,-0.418384513,0.057416641,-0.487379529,-0.460531089,0.51475719,-0.224251693,3/20/2004 7:00
-0.005921555,0.87115027,-0.170104009,-0.027145688,-0.347996479,0.262520091,0.039147723,0.517274128,0.257012857,-0.426397016,0.491754101,-0.193600807,3/20/2004 8:00
-0.005921555,1.21635605,-0.116564026,0.040065946,-0.565576948,0.254906143,-0.376790673,0.554176272,0.276666782,0.165260259,-0.376612491,-0.122082073,3/20/2004 14:00
-0.283539111,0.893861177,-0.344108954,-0.217578653,-0.710630594,0.559464064,-0.501572192,0.375342805,-0.278556582,0.222150381,-0.411117123,-0.095667488,3/20/2004 15:00
-0.005921555,0.87115027,-0.370878945,-0.262386409,-0.526895975,0.410992077,-0.439181433,0.386697311,0.033449467,-0.278482697,0.658526493,0.134089561,3/21/2004 1:00
-0.3529435,0.394221232,-0.491343907,-0.396809678,-0.749311566,0.586112882,-0.532767572,0.321408902,-0.381739685,-0.267104673,0.486003329,0.020207813,3/21/2004 3:00
-0.283539111,0.875692451,-0.411033932,-0.299726206,-0.575247191,0.308203779,-0.376790673,0.545660393,0.1808539,-0.141946403,0.549261823,0.251210833,3/21/2004 10:00
-0.561156667,0.089895083,-0.745658826,-0.747803768,-0.937881306,1.183807801,-1.312652065,0.187993458,-1.057343336,0.438332847,-0.526132566,0.06630874,3/21/2004 14:00
-0.3529435,0.612245935,-0.237028988,-0.098091303,-0.865354483,0.490938531,-1.042292108,0.647850946,-0.94187653,0.415576798,-0.583640287,-0.017171316,3/21/2004 15:00
0.132887223,0.898403358,-0.156719013,-0.015943749,-0.531731097,0.487131557,-0.127227636,0.471856105,-0.683918772,0.210772357,-0.468624845,-0.162949921,3/21/2004 17:00
0.96573989,1.784128715,0.325140834,0.480675549,-0.275469656,-0.038230856,0.163929242,0.860747931,0.220161749,0.028723965,-0.07757234,-0.042589124,3/21/2004 19:00
-0.144730333,0.466896133,-0.303953966,-0.172770896,-0.628433528,0.331045623,-0.376790673,0.520112755,0.062930354,-0.130568378,0.32498171,0.084250722,3/21/2004 23:00
-1.185796168,-1.209168774,-1.26767366,-1.770914203,-1.073264709,3.730673414,-1.686996622,-0.473406508,-1.587999294,-0.073678256,0.255972444,0.111911278,3/22/2004 3:00
-1.220498362,-1.154662599,-1.254288665,-1.722372467,-1.087770073,3.513675895,-1.749387382,-0.388247714,-1.583085813,-0.164702452,0.370987887,0.073036983,3/22/2004 4:00
1.035144279,1.843177073,1.007775617,1.07437832,-0.077229673,-0.384665491,0.101538483,1.5760818,0.519884096,-0.198836526,0.2444709,-0.071994039,3/22/2004 8:00
-0.214134722,-0.155382708,-0.437803924,-0.329598043,-0.613928163,0.757426712,-0.584759872,0.122705049,-0.659351367,0.040101989,-0.635397237,-0.51506132,3/22/2004 10:00
1.173953057,1.357163671,1.088085592,1.145323934,-0.140086253,-0.430349179,0.37189844,1.394409706,0.578845869,-0.062300231,-0.365110946,-0.397690854,3/22/2004 18:00
1.590379391,1.497971292,1.449480477,1.42910639,-0.048218944,-0.590242087,0.663055318,1.567565921,0.885938437,-0.221592575,-0.117827745,-0.377007735,3/22/2004 19:00
0.826931112,0.775764462,0.579455753,0.704714331,-0.299645263,-0.220965608,0.267913841,0.900488701,0.497773431,-0.346750844,0.014440014,-0.419370749,3/22/2004 21:00
-0.075325944,0.108063808,-0.237028988,-0.098091303,-0.551071583,0.331045623,0.039147723,0.341279287,0.104694943,-0.415018991,0.146707773,-0.405914262,3/22/2004 22:00
-0.699965445,-0.464251038,-0.785813813,-0.796345504,-0.85568424,1.176193853,-0.647150631,-0.200898368,-0.602846334,-0.346750844,-0.002812302,-0.437063537,3/22/2004 23:00
-0.977583001,-0.759492824,-1.026743737,-1.199615311,-0.923375941,1.770081799,-0.855119829,-0.314443426,-0.801842319,-0.517421212,0.422744836,-0.352835898,3/23/2004 2:00
-1.116391779,-0.982059708,-1.200748682,-1.5692793,-0.998320325,2.622843977,-1.260659766,-0.442181617,-1.43568138,-0.744981702,1.181846757,-0.160707173,3/23/2004 3:00
-1.255200557,-1.245506225,-1.281058656,-1.80452002,-1.107110559,4.092335944,-1.853371981,-0.649401349,-1.669071732,-0.995298241,1.785677831,-0.177652378,3/23/2004 5:00
-1.116391779,-0.904842626,-1.120438707,-1.401250214,-1.010408129,2.698983457,-1.333448985,-0.436504364,-1.529037521,-0.904274045,1.492388453,-0.213287148,3/23/2004 6:00
1.173953057,1.770502172,1.449480477,1.42910639,0.009802515,-0.567400243,0.4342892,1.85710582,0.709053118,-0.722225653,1.164594441,-0.156470872,3/23/2004 9:00
-0.075325944,0.108063808,-0.196874,-0.057017526,-0.551071583,0.422412999,-0.231212235,0.366826926,-0.637240702,-0.631201457,0.670028038,-0.329660838,3/23/2004 16:00
0.410504778,0.580450666,0.378680817,0.529217285,-0.536566218,0.079785338,0.018350803,0.701784849,0.04573317,-0.66533553,0.439997152,-0.507834688,3/23/2004 19:00
-0.699965445,-0.50513067,-0.745658826,-0.740335809,-0.802497903,1.210456619,-0.667947551,-0.101546441,-0.511946934,-0.767737751,0.750538847,-0.443044197,3/24/2004 1:00
-0.838774223,-0.727697554,-0.999973745,-1.151073575,-0.962056913,1.853835227,-1.042292108,-0.325797932,-0.799385578,-0.710847628,0.606769544,-0.457248266,3/24/2004 2:00
-1.04698739,-0.982059708,-1.200748682,-1.5692793,-1.005573007,2.813192677,-1.187870547,-0.527340411,-0.963987195,-0.756359726,0.526258734,-0.556178362,3/24/2004 5:00
-0.908178612,-0.700444467,-1.133823703,-1.423654092,-0.962056913,2.523862652,-1.125479787,-0.527340411,-1.052429855,-0.767737751,0.445747924,-0.617480135,3/24/2004 6:00
0.688122334,1.24815132,0.485760783,0.622566777,-0.328655993,-0.00396809,-0.293602994,0.752880125,0.325801593,-0.744981702,0.451498696,-0.587826025,3/24/2004 8:00
-0.283539111,-0.278021604,-0.571653881,-0.497627129,-0.599422798,0.87924988,-0.064836876,-0.016387647,-0.67409181,-0.847383923,1.003572821,-0.401677961,3/24/2004 22:00
-0.561156667,-0.614143021,-0.759043822,-0.759005707,-0.778322295,1.34370071,-0.501572192,-0.246316391,-1.108934887,-0.813249849,0.670028038,-0.534000079,3/24/2004 23:00
-0.769369834,-0.627769565,-1.026743737,-1.199615311,-0.966892035,2.158393148,-1.104682867,-0.54437217,-1.379176347,-0.744981702,0.51475719,-0.541725099,3/25/2004 1:00
-0.977583001,-0.936637895,-1.120438707,-1.397516234,-0.986232521,2.348741848,-1.187870547,-0.533017664,-1.379176347,-0.961164168,1.072582087,-0.490889483,3/25/2004 2:00
-1.04698739,-0.977517527,-1.17397869,-1.502067666,-0.962056913,2.935015846,-1.250261306,-0.490438267,-1.541321223,-1.131834535,1.940948679,-0.290288155,3/25/2004 6:00
-0.3529435,-0.191720159,-0.45118892,-0.348267942,-0.54140134,0.78407553,-0.272806074,0.077287026,-0.519317156,-0.744981702,0.859803518,-0.352088316,3/25/2004 11:00
-0.144730333,-0.109960895,-0.210258996,-0.068219465,-0.565576948,0.582305908,-0.397587593,0.170961699,-0.624956999,-0.176080477,-0.468624845,-0.597544599,3/25/2004 15:00
0.549313556,0.598619391,0.592840749,0.727118209,-0.406017937,0.011259806,-0.168821475,0.872102437,-0.121325187,-0.301238746,-0.514631022,-0.75378936,3/25/2004 18:00
2.145614503,1.520682199,1.931340324,1.776366501,0.053318609,-0.635925775,0.621461478,1.757753894,1.016145686,-0.471909114,-0.094824656,-0.639658418,3/25/2004 19:00
1.729188169,1.275404408,1.529790452,1.488850065,-0.053054065,-0.536944451,0.45508612,1.53634103,1.099674865,-0.56293331,0.175461634,-0.552689644,3/25/2004 20:00
-0.630561056,-0.60960084,-0.879508784,-0.941970712,-0.846013997,1.427454138,-0.584759872,-0.362700076,-0.755164248,-0.927030094,0.75628962,-0.613493027,3/26/2004 2:00
-0.977583001,-0.832167725,-1.066898724,-1.270560925,-0.95238667,2.1507792,-1.083885947,-0.5046314,-1.175266882,-1.086322437,1.147342125,-0.598292181,3/26/2004 4:00
-0.908178612,-0.709528829,-0.959818758,-1.076393981,-0.821838389,1.435068086,-0.79272907,-0.365538703,-0.511946934,-1.120456511,1.319865289,-0.549450119,3/26/2004 5:00
-0.3529435,0.062641995,-0.464573915,-0.3744058,-0.531731097,0.692708154,-0.439181433,-0.007871768,-0.163089776,-1.029432315,0.969068188,-0.619224494,3/26/2004 7:00
-0.075325944,-0.041828175,0.110980902,0.267838707,-0.628433528,0.437640895,-0.293602994,0.176638952,-0.423504274,0.188016308,-1.285234488,-0.967847174,3/26/2004 12:00
-0.144730333,-0.450624494,-0.237028988,-0.098091303,-0.671949621,0.692708154,-0.543166032,-0.141287212,-0.742880546,-0.141946403,-1.072455919,-1.040861074,3/26/2004 14:00
-0.561156667,-0.664107016,-0.651963856,-0.620848459,-0.739641323,1.214263593,-0.75113523,-0.459213376,-1.204747768,-0.380884918,-0.727409591,-0.981303661,3/26/2004 15:00
-0.144730333,-0.069081263,-0.183489005,-0.034613648,-0.628433528,0.544236168,-0.501572192,0.037546255,-0.647067664,-0.471909114,-0.485877161,-0.889101808,3/26/2004 16:00
0.410504778,0.271582336,0.298370842,0.450803712,-0.589752555,0.163538767,-0.272806074,0.281668132,-0.236791993,-0.813249849,-0.083323112,-0.950403581,3/26/2004 19:00
-0.630561056,-0.704986648,-0.745658826,-0.744069789,-0.787992538,1.339893736,-0.543166032,-0.535856291,-0.860804092,-0.892896021,0.054695419,-0.946167279,3/26/2004 22:00
-0.699965445,-0.618685203,-0.812583805,-0.84862122,-0.850849118,1.537856384,-0.77193215,-0.518824532,-0.973814157,-0.870139972,0.043193875,-0.936199511,3/26/2004 23:00
-0.699965445,-0.373407412,-0.852738792,-0.908364895,-0.850849118,1.36273558,-0.844721369,-0.422311232,-0.465268864,-1.097700462,0.808046569,-0.768242623,3/27/2004 3:00
